1,78337
1,78336
1,82435
1,78339
1,78338
1,82437
1,78341
1,82436
1,78340
1,82439
1,78343
1,82438
1,78342
1,82441
1,82440
1,82443
1,82442
1,82445
1,82444
1,82447
1,82446
1,82449
1,82448
1,82451
1,82450
1,82453
1,82452
1,82454
1,76843
1,76845
1,76844
1,76847
1,76846
1,80945
1,80949
1,80951
1,80950
1,80953
1,80952
1,80955
1,80954
1,80957
1,80956
1,80959
1,80958
1,79449
1,79451
1,79452
1,75356
1,79455
1,79454
1,79457
1,79456
1,79459
1,79458
1,79461
1,79460
1,79463
1,79462
1,79465
1,79464
1,77961
1,77960
1,77963
1,77965
1,77964
1,82063
1,77967
1,82062
1,77966
1,82065
1,82064
1,77968
1,82067
1,82066
1,82069
1,82068
1,82071
1,82070
1,82073
1,82072
1,82075
1,82074
1,82077
1,82076
1,82079
1,82078
1,82080
1,76471
1,76470
1,76473
1,76472
1,80571
1,76474
1,80573
1,80572
1,80575
1,80574
1,80577
1,80576
1,80579
1,80578
1,80581
1,80580
1,80583
1,80582
1,80585
1,80584
1,79077
1,79081
1,79083
1,79082
1,79085
1,79084
1,79087
1,79086
1,79089
1,79088
1,79091
1,79090
1,77587
1,77588
1,77591
1,77590
1,77593
1,77592
1,81690
1,81695
1,81697
1,81696
1,81699
1,81698
1,81701
1,81700
1,81703
1,81702
1,81705
1,81704
1,81706
1,76098
1,76101
1,80199
1,80198
1,76102
1,80201
1,80200
1,80203
1,80202
1,80205
1,80204
1,80207
1,80206
1,80209
1,80208
1,80211
1,80210
1,80212
1,78709
1,78708
1,78711
1,78710
1,78713
1,78712
1,78715
1,78714
1,78716
1,77215
1,77217
1,77216
1,77219
1,77218
1,77221
1,77220
1,81319
1,77222
1,81320
1,81323
1,81322
1,81325
1,81324
1,81327
1,81326
1,81329
1,81328
1,81331
1,81330
1,81333
1,81332
1,79823
1,79825
1,75729
1,79824
1,79827
1,79826
1,79829
1,79828
1,79831
1,79830
1,79833
1,79832
1,79835
1,79834
1,79837
1,79836
1,79838
1,78335
1,82433
1,82432
1,82434
1,81679
1,81678
1,81681
1,81680
1,81683
1,81682
1,81685
1,81684
1,81687
1,81686
1,81689
1,81688
1,81691
1,81693
1,81692
1,81694
1,80931
1,80930
1,80933
1,80932
1,80935
1,80934
1,80937
1,80936
1,80939
1,80943
1,80942
1,80944
1,80947
1,80946
1,80948
1,80183
1,80185
1,80184
1,80187
1,80186
1,80189
1,80188
1,80191
1,80190
1,80192
1,80195
1,80194
1,80197
1,80196
1,79438
1,79441
1,79440
1,79447
1,79448
1,79450
1,79453
1,78703
1,78705
1,78704
1,78707
1,78706
1,82053
1,82052
1,82055
1,77959
1,82054
1,77958
1,82057
1,82056
1,82059
1,82058
1,82061
1,82060
1,81305
1,81304
1,81307
1,81306
1,81309
1,81308
1,81311
1,81310
1,81313
1,81312
1,81317
1,81316
1,81318
1,81321
1,80557
1,80559
1,80558
1,80561
1,80560
1,80562
1,80569
1,80568
1,80570
1,79811
1,79810
1,79813
1,79812
1,79815
1,79814
1,79821
1,79822
1,79072
1,79075
1,79074
1,79076
1,79079
1,79078
1,79080
1,82425
1,82427
1,78331
1,82426
1,78330
1,82429
1,78333
1,82428
1,78332
1,82431
1,82430
1,78334
1,74241
1,74243
1,74242
1,78345
1,78344
1,78346
1,77595
1,77594
1,77597
1,77596
1,77599
1,77598
1,77600
1,76849
1,76848
1,76851
1,76850
1,76853
1,76852
1,76855
1,76854
1,76099
1,76100
1,76103
1,76105
1,76104
1,76107
1,76106
1,76109
1,76108
1,75348
1,75351
1,75350
1,75353
1,75352
1,75355
1,75354
1,75357
1,75359
1,75358
1,75361
1,75360
1,75363
1,75362
1,75364
1,74610
1,74613
1,74612
1,74615
1,74614
1,74617
1,74616
1,78717
1,78718
1,77969
1,77971
1,77970
1,77973
1,77972
1,77223
1,77225
1,77224
1,77227
1,77226
1,76475
1,76477
1,76476
1,76479
1,76478
1,76481
1,76480
1,76482
1,75725
1,75724
1,75727
1,75726
1,75728
1,75731
1,75730
1,75733
1,75732
1,75735
1,75734
1,75737
1,75736
1,74975
1,74977
1,74976
1,74980
1,74983
1,74982
1,74985
1,74984
1,74987
1,74986
1,74989
1,74988
1,74990
2,24896
2,24897
2,24898
2,25284
2,25285
2,25286
2,25287
2,24523
2,24524
2,24150
2,26394
2,26395
2,26400
2,26018
2,26403
2,26019
2,26020
2,26021
2,26023
2,26024
2,26025
2,26026
2,26027
2,26028
2,25644
2,25645
2,26029
2,25646
2,25647
2,25648
2,25650
2,25651
2,25652
2,25653
2,25270
2,25654
2,25271
2,25655
2,25656
2,25272
2,25657
2,25660
2,25662
2,17793
2,22273
2,17414
2,17415
2,17416
2,21900
2,17039
2,17040
2,17041
2,17042
2,21526
2,21527
2,16668
2,16669
2,16672
2,21152
2,21153
2,21155
2,16294
2,16295
2,16296
2,16297
2,20780
2,15922
2,15923
2,20404
2,20405
